Key	Type	Reactions	MetaCyc	EC	MSID	id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	direction	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	is_copy_of	gapseq.status
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn03249	rxn03249	R04748	(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd03122[0] <=> (1) cpd00004[0] + (1) cpd03123[0]	-1:cpd00003:0:0:"NAD";-1:cpd03122:0:0:"(S)-Hydroxyhexanoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd03123:0:0:"3-Oxohexanoyl-CoA"	0	(1) cpd00003[0] + (1) cpd03122[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03123[0]	(1) NAD[0] + (1) (S)-Hydroxyhexanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxohexanoyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd03122;cpd03123	OK	0	rxn20481;rxn34734			approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn03287	rxn03287	R04810	3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd03231[0] <=> (1) cpd00004[0] + (1) cpd03232[0]	-1:cpd00003:0:0:"NAD";-1:cpd03231:0:0:"3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd03232:0:0:"3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA"	0	(1) cpd00003[0] + (1) cpd03231[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03232[0]	(1) NAD[0] + (1) 3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd03231;cpd03232	OK	0				approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn03289	rxn03289	R04812	3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd03233[0] <=> (1) cpd00004[0] + (1) cpd03248[0]	-1:cpd00003:0:0:"NAD";-1:cpd03233:0:0:"3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd03248:0:0:"3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA"	0	(1) cpd00003[0] + (1) cpd03233[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03248[0]	(1) NAD[0] + (1) 3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd03233;cpd03248	OK	0				approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn03860	rxn03860	R05575	(3S)-3-Hydroxyacyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd06711[0] <=> (1) cpd00004[0] + (1) cpd06712[0]	-1:cpd00003:0:0:"NAD";-1:cpd06711:0:0:"(Hydroxymethylphenyl)succinyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd06712:0:0:"Benzoylsuccinyl-CoA"	0	(1) cpd00003[0] + (1) cpd06711[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd06712[0]	(1) NAD[0] + (1) (Hydroxymethylphenyl)succinyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) Benzoylsuccinyl-CoA[0]	=	=					2.21	1.11	cpd00003;cpd00004;cpd00067;cpd06711;cpd06712	OK	0				approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn04750	rxn04750	R06941	(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd09844[0] <=> (1) cpd00004[0] + (1) cpd01507[0]	-1:cpd00003:0:0:"NAD";-1:cpd09844:0:0:"(3S)-3-Hydroxyadipyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd01507:0:0:"3-Oxoadipyl-CoA"	0	(1) cpd00003[0] + (1) cpd09844[0] <= (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd01507[0]	(1) NAD[0] + (1) (3S)-3-Hydroxyadipyl-CoA[0] <= (1) NADH[0] + (1) H+[0] + (1) 3-Oxoadipyl-CoA[0]	<	<					51.41	1.08	cpd00003;cpd00004;cpd00067;cpd01507;cpd09844	CI:-4	0	rxn37809	HB		corrected
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn06037	rxn06037	R01778	(3S)-3-Hydroxyacyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd11718[0] <=> (1) cpd00004[0] + (1) cpd11637[0]	-1:cpd00003:0:0:"NAD";-1:cpd11718:0:0:"(S)-3-Hydroxyacyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd11637:0:0:"3-Oxoacyl-CoA"	0	(1) cpd00003[0] + (1) cpd11718[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd11637[0]	(1) NAD[0] + (1) (S)-3-Hydroxyacyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxoacyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd11637;cpd11718	OK	0				approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn06777	rxn06777	R04739	(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd03115[0] <=> (1) cpd00004[0] + (1) cpd12689[0]	-1:cpd00003:0:0:"NAD";-1:cpd03115:0:0:"(S)-3-Hydroxytetradecanoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd12689:0:0:"3-Oxotetradecanoyl-CoA"	0	(1) cpd00003[0] + (1) cpd03115[0] <= (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd12689[0]	(1) NAD[0] + (1) (S)-3-Hydroxytetradecanoyl-CoA[0] <= (1) NADH[0] + (1) H+[0] + (1) 3-Oxotetradecanoyl-CoA[0]	<	<					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd03115;cpd12689	OK	0	rxn30390;rxn34738			approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn07680	rxn07680	R07890	R07890	(1) cpd00003[0] + (1) cpd15045[0] <=> (1) cpd00004[0] + (1) cpd15046[0]	-1:cpd00003:0:0:"NAD";-1:cpd15045:0:0:"3-Hydroxy-OPC8-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd15046:0:0:"3-Oxo-OPC8-CoA"	0	(1) cpd00003[0] + (1) cpd15045[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd15046[0]	(1) NAD[0] + (1) 3-Hydroxy-OPC8-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxo-OPC8-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd15045;cpd15046	OK	0				approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn07684	rxn07684	R07894	R07894	(1) cpd00003[0] + (1) cpd15049[0] <=> (1) cpd00004[0] + (1) cpd15050[0]	-1:cpd00003:0:0:"NAD";-1:cpd15049:0:0:"3-Hydroxy-OPC6-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd15050:0:0:"3-Oxo-OPC6-CoA"	0	(1) cpd00003[0] + (1) cpd15049[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd15050[0]	(1) NAD[0] + (1) 3-Hydroxy-OPC6-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxo-OPC6-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd15049;cpd15050	OK	0				approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn07688	rxn07688	R07898	R07898	(1) cpd00003[0] + (1) cpd15053[0] <=> (1) cpd00004[0] + (1) cpd15054[0]	-1:cpd00003:0:0:"NAD";-1:cpd15053:0:0:"3-Hydroxy-OPC4-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd15054:0:0:"3-Oxo-OPC4-CoA"	0	(1) cpd00003[0] + (1) cpd15053[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd15054[0]	(1) NAD[0] + (1) 3-Hydroxy-OPC4-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxo-OPC4-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd15053;cpd15054	OK	0				approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn07883	rxn07883	R08094	3-hydroxy-5-methylhex-4-enoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd15173[0] <=> (1) cpd00004[0] + (1) cpd15175[0]	-1:cpd00003:0:0:"NAD";-1:cpd15173:0:0:"3-Hydroxy-5-methylhex-4-enoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd15175:0:0:"5-Methyl-3-oxo-4-hexenoyl-CoA"	0	(1) cpd00003[0] + (1) cpd15173[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd15175[0]	(1) NAD[0] + (1) 3-Hydroxy-5-methylhex-4-enoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 5-Methyl-3-oxo-4-hexenoyl-CoA[0]	=	=					2.21	1.11	cpd00003;cpd00004;cpd00067;cpd15173;cpd15175	OK	0				approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn08700	rxn08700	HACD8i	3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)	(1) cpd00003[0] + (1) cpd15204[0] <=> (1) cpd00004[0] + (1) cpd14935[0]	-1:cpd00003:0:0:"NAD";-1:cpd15204:0:0:"(S)-3-Hydroxyoctadecanoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd14935:0:0:"3-Oxostearoyl-CoA"	0	(1) cpd00003[0] + (1) cpd15204[0] => (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd14935[0]	(1) NAD[0] + (1) (S)-3-Hydroxyoctadecanoyl-CoA[0] => (1) NADH[0] + (1) H+[0] + (1) 3-Oxostearoyl-CoA[0]	>	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd14935;cpd15204	OK	0	rxn20476			corrected
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn15495	rxn15495	R04812	3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd11263[0] <=> (1) cpd00004[0] + (1) cpd03248[0]	-1:cpd00003:0:0:"NAD";-1:cpd11263:0:0:"(24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestan-26- oyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd03248:0:0:"3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA"	0	(1) cpd00003[0] + (1) cpd11263[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03248[0]	(1) NAD[0] + (1) (24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestan-26- oyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd03248;cpd11263	OK	0				approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn15510	rxn15510	R05066	3-Hydroxy-2-methylpropanoate:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd19043[0] <=> (1) cpd00004[0] + (1) cpd19044[0]	-1:cpd00003:0:0:"NAD";-1:cpd19043:0:0:"(S)-3-Hydroxyisobutyrate";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd19044:0:0:"(S)-Methylmalonate semialdehyde"	0	(1) cpd00003[0] + (1) cpd19043[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd19044[0]	(1) NAD[0] + (1) (S)-3-Hydroxyisobutyrate[0] <=> (1) NADH[0] + (1) H+[0] + (1) (S)-Methylmalonate semialdehyde[0]	=	=					5.22	1.07	cpd00003;cpd00004;cpd00067;cpd19043;cpd19044	OK	0	rxn35544			approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn20473	rxn20473	OHACYL-COA-DEHYDROG-RXN.x	L-3-hydroxyacyl coenzyme A dehydrogenase	(1) cpd00003[0] + (1) cpd27345[0] <=> (1) cpd00004[0] + (1) cpd22026[0]	-1:cpd00003:0:0:"NAD";-1:cpd27345:0:0:"L-3-HYDROXYACYL-COA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd22026:0:0:"3-KETOACYL-COA"	0	(1) cpd00003[0] + (1) cpd27345[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd22026[0]	(1) NAD[0] + (1) L-3-HYDROXYACYL-COA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-KETOACYL-COA[0]	=	=					1e+07	1e+07	cpd00003;cpd00004;cpd00067;cpd22026;cpd27345	CPDFORMERROR	1	rxn16867;rxn27454		rxn16867	not.assessed
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn21061	rxn21061	RXN-10698.c	RXN-10698.c	(1) cpd00003[0] + (1) cpd22980[0] <=> (1) cpd00004[0] + (1) cpd22981[0]	-1:cpd00003:0:0:"NAD";-1:cpd22980:0:0:"OPC8-3-hydroxyacyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd22981:0:0:"OPC8-3-ketoacyl-CoA"	0	(1) cpd00003[0] + (1) cpd22980[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd22981[0]	(1) NAD[0] + (1) OPC8-3-hydroxyacyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) OPC8-3-ketoacyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd22980;cpd22981	OK	0	rxn28153			not.assessed
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn21065	rxn21065	RXN-10702.c	RXN-10702.c	(1) cpd00003[0] + (1) cpd22983[0] <=> (1) cpd00004[0] + (1) cpd22984[0]	-1:cpd00003:0:0:"NAD";-1:cpd22983:0:0:"OPC6-3-hydroxyacyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd22984:0:0:"OPC6-3-ketoacyl-CoA"	0	(1) cpd00003[0] + (1) cpd22983[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd22984[0]	(1) NAD[0] + (1) OPC6-3-hydroxyacyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) OPC6-3-ketoacyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd22983;cpd22984	OK	0	rxn28160			not.assessed
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn21066	rxn21066	RXN-10703.c	RXN-10703.c	(1) cpd00003[0] + (1) cpd22986[0] <=> (1) cpd00004[0] + (1) cpd22987[0]	-1:cpd00003:0:0:"NAD";-1:cpd22986:0:0:"OPC4-3-hydroxyacyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd22987:0:0:"OPC4-3-ketoacyl-CoA"	0	(1) cpd00003[0] + (1) cpd22986[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd22987[0]	(1) NAD[0] + (1) OPC4-3-hydroxyacyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) OPC4-3-ketoacyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd22986;cpd22987	OK	0	rxn28161			not.assessed
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn21572	rxn21572	RXN-11245.c	RXN-11245.c	(1) cpd00003[0] + (1) cpd23287[0] <=> (1) cpd00004[0] + (1) cpd23288[0]	-1:cpd00003:0:0:"NAD";-1:cpd23287:0:0:"3-(4-hydroxyphenyl)-3-hydroxy-propanoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd23288:0:0:"3-(4-hydroxyphenyl)-3-keto-propanoyl-CoA"	0	(1) cpd00003[0] + (1) cpd23287[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd23288[0]	(1) NAD[0] + (1) 3-(4-hydroxyphenyl)-3-hydroxy-propanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-(4-hydroxyphenyl)-3-keto-propanoyl-CoA[0]	=	=					2.21	1.11	cpd00003;cpd00004;cpd00067;cpd23287;cpd23288	OK	0	rxn28177			not.assessed
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn23121	rxn23121	RXN-12705.c	3-hydroxyacyl-CoA dehydrogenase	(1) cpd00003[0] + (1) cpd24000[0] <=> (1) cpd00004[0] + (1) cpd24001[0]	-1:cpd00003:0:0:"NAD";-1:cpd24000:0:0:"24-hydroxy-3-oxocholest-4-en-26-oyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd24001:0:0:"3,24-dioxocholest-4-en-26-oyl-CoA"	0	(1) cpd00003[0] + (1) cpd24000[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd24001[0]	(1) NAD[0] + (1) 24-hydroxy-3-oxocholest-4-en-26-oyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3,24-dioxocholest-4-en-26-oyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd24000;cpd24001	OK	0				not.assessed
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn23125	rxn23125	RXN-12709.c	RXN-12709.c	(1) cpd00003[0] + (1) cpd24004[0] <=> (1) cpd00004[0] + (1) cpd24005[0]	-1:cpd00003:0:0:"NAD";-1:cpd24004:0:0:"22-hydroxy-3-oxochol-4-en-24-oyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd24005:0:0:"3,22-dioxochol-4-en-24-oyl-CoA"	0	(1) cpd00003[0] + (1) cpd24004[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd24005[0]	(1) NAD[0] + (1) 22-hydroxy-3-oxochol-4-en-24-oyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3,22-dioxochol-4-en-24-oyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd24004;cpd24005	OK	0				not.assessed
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn23153	rxn23153	RXN-12750.c	3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-hydroxypropanoate dehydrogenase	(1) cpd00003[0] + (1) cpd24030[0] <=> (1) cpd00004[0] + (1) cpd24031[0]	-1:cpd00003:0:0:"NAD";-1:cpd24030:0:0:"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-hydroxypropanoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd24031:0:0:"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-oxopropanoyl-CoA"	0	(1) cpd00003[0] + (1) cpd24030[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd24031[0]	(1) NAD[0] + (1) 3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-hydroxypropanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-oxopropanoyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd24030;cpd24031	OK	0				not.assessed
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn27454	rxn27454	OHACYL-COA-DEHYDROG-RXN.m	3-hydroxyacyl-CoA dehydrogenase	(1) cpd00003[0] + (1) cpd27345[0] <=> (1) cpd00004[0] + (1) cpd22026[0]	-1:cpd00003:0:0:"NAD";-1:cpd27345:0:0:"L-3-HYDROXYACYL-COA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd22026:0:0:"3-KETOACYL-COA"	0	(1) cpd00003[0] + (1) cpd27345[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd22026[0]	(1) NAD[0] + (1) L-3-HYDROXYACYL-COA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-KETOACYL-COA[0]	=	=					1e+07	1e+07	cpd00003;cpd00004;cpd00067;cpd22026;cpd27345	CPDFORMERROR	1	rxn16867;rxn20473		rxn16867	not.assessed
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn30548	rxn30548	HACOADr	3-hydroxyacyl-CoA dehydrogenase	(1) cpd00003[0] + (1) cpd00876[0] <=> (1) cpd00004[0] + (1) cpd19044[0]	-1:cpd00003:0:0:"NAD";-1:cpd00876:0:0:"3-Hydroxyisobutyrate";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd19044:0:0:"(S)-Methylmalonate semialdehyde"	0	(1) cpd00003[0] + (1) cpd00876[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd19044[0]	(1) NAD[0] + (1) 3-Hydroxyisobutyrate[0] <=> (1) NADH[0] + (1) H+[0] + (1) (S)-Methylmalonate semialdehyde[0]	=	=					5.22	1.07	cpd00003;cpd00004;cpd00067;cpd00876;cpd19044	OK	0				not.assessed
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn31677	rxn31677	R04203_c	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd02691[0] <=> (1) cpd00004[0] + (1) cpd00008[0] + (1) cpd02124[0]	-1:cpd00003:0:0:"NAD";-1:cpd02691:0:0:"2-methyl-3-hydroxy-butyryl-CoA";1:cpd00004:0:0:"NADH";1:cpd00008:0:0:"ADP";1:cpd02124:0:0:"2-Methylacetoacetyl-CoA"	0	(1) cpd00003[0] + (1) cpd02691[0] => (1) cpd00004[0] + (1) cpd00008[0] + (1) cpd02124[0]	(1) NAD[0] + (1) 2-methyl-3-hydroxy-butyryl-CoA[0] => (1) NADH[0] + (1) ADP[0] + (1) 2-Methylacetoacetyl-CoA[0]	>	>					-452.56	3.21	cpd00003;cpd00004;cpd00008;cpd02124;cpd02691	MI:C:10/H:12/N:5/O:10/P:2|CI:-3	0				not.assessed
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn31684	rxn31684	R04810_c	3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd03231[0] <=> (1) cpd00004[0] + (1) cpd00008[0] + (1) cpd03232[0]	-1:cpd00003:0:0:"NAD";-1:cpd03231:0:0:"3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00008:0:0:"ADP";1:cpd03232:0:0:"3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA"	0	(1) cpd00003[0] + (1) cpd03231[0] => (1) cpd00004[0] + (1) cpd00008[0] + (1) cpd03232[0]	(1) NAD[0] + (1) 3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA[0] => (1) NADH[0] + (1) ADP[0] + (1) 3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA[0]	>	>					-452.56	3.21	cpd00003;cpd00004;cpd00008;cpd03231;cpd03232	MI:C:10/H:12/N:5/O:10/P:2|CI:-3	0				not.assessed
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn31720	rxn31720	R06941_c	(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd09844[0] <=> (1) cpd00004[0] + (1) cpd00008[0] + (1) cpd01507[0]	-1:cpd00003:0:0:"NAD";-1:cpd09844:0:0:"(3S)-3-Hydroxyadipyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00008:0:0:"ADP";1:cpd01507:0:0:"3-Oxoadipyl-CoA"	0	(1) cpd00003[0] + (1) cpd09844[0] => (1) cpd00004[0] + (1) cpd00008[0] + (1) cpd01507[0]	(1) NAD[0] + (1) (3S)-3-Hydroxyadipyl-CoA[0] => (1) NADH[0] + (1) ADP[0] + (1) 3-Oxoadipyl-CoA[0]	>	>					-452.56	3.21	cpd00003;cpd00004;cpd00008;cpd01507;cpd09844	MI:C:10/H:17/N:5/O:10/P:2|CI:-2	0				not.assessed
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn32645	rxn32645	rxn201_x	BHBDCLOS-RXN	(1) cpd00003[0] + (1) cpd03043[0] <=> (1) cpd00004[0] + (1) cpd00279[0]	-1:cpd00003:0:0:"NAD";-1:cpd03043:0:0:"3-Hydroxybutanoyl-CoA";1:cpd00004:0:0:"NADH";2:cpd00067:0:0:"H+";1:cpd00279:0:0:"Acetoacetyl-CoA"	0	(1) cpd00003[0] + (1) cpd03043[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd00279[0]	(1) NAD[0] + (1) 3-Hydroxybutanoyl-CoA[0] <=> (1) NADH[0] + (2) H+[0] + (1) Acetoacetyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd00279;cpd03043	OK	0		HB		not.assessed
