pwy_id	pwy_name	rxn_id	EC_num	blast_result	blast_result_score	pwy_completeness
PWY-8089	 D-apiose degradation I with 3 reactions	RXN-20930	2.2.1.d	NO sequence data found	0.5	0/3 (0%)
PWY-8090	 D-apionate degradation II (RLP decarboxylase) with 5 reactions	RXN-20933	1.1.1.421	NO sequence data found	0.5	
PWY-8090	 D-apionate degradation II (RLP decarboxylase) with 5 reactions	RXN-20934	2.7.1.bt	NO sequence data found	0.5	
PWY-8090	 D-apionate degradation II (RLP decarboxylase) with 5 reactions	RXN-20935	4.1.1.af	NO sequence data found	0.5	
PWY-8090	 D-apionate degradation II (RLP decarboxylase) with 5 reactions	RXN-17772	5.3.1.33	NO sequence data found	0.5	
PWY-8090	 D-apionate degradation II (RLP decarboxylase) with 5 reactions	RXN-17762	5.3.1.34	NO sequence data found	0.5	0/5 (0%)
PWY-8091	 D-apionate degradation I (xylose isomerase family decarboxylase) with 5 reactions	RXN-20933	1.1.1.421	NO sequence data found	0.5	
PWY-8091	 D-apionate degradation I (xylose isomerase family decarboxylase) with 5 reactions	RXN-17772	5.3.1.33	NO sequence data found	0.5	
PWY-8091	 D-apionate degradation I (xylose isomerase family decarboxylase) with 5 reactions	RXN-17762	5.3.1.34	NO sequence data found	0.5	
PWY-8091	 D-apionate degradation I (xylose isomerase family decarboxylase) with 5 reactions	RXN-20937	4.1.1.ae	NO sequence data found	0.5	
PWY-8091	 D-apionate degradation I (xylose isomerase family decarboxylase) with 5 reactions	RXN-17765	2.7.1.209	NO sequence data found	0.5	0/5 (0%)
PWY-8092	 D-apionate degradation III (RLP transcarboxylase/hydrolase) with 3 reactions	RXN-20933	1.1.1.421	NO sequence data found	0.5	
PWY-8092	 D-apionate degradation III (RLP transcarboxylase/hydrolase) with 3 reactions	RXN-20934	2.7.1.bt	NO sequence data found	0.5	
PWY-8092	 D-apionate degradation III (RLP transcarboxylase/hydrolase) with 3 reactions	RXN-20936	3.7.1.q	NO sequence data found	0.5	0/3 (0%)
PWY-8093	 D-apiose degradation II (to D-apionate) with 2 reactions	RXN-20931	1.1.1.420	NO sequence data found	0.5	
PWY-8093	 D-apiose degradation II (to D-apionate) with 2 reactions	RXN-20932	3.1.1.ai	NO sequence data found	0.5	0/2 (0%)
PWY-8095	 5-methoxy-6-methylbenzimidazole biosynthesis (anaerobic) with 3 reactions	RXN-17124	2.1.1.M10	NO sequence data found	0.5	
PWY-8095	 5-methoxy-6-methylbenzimidazole biosynthesis (anaerobic) with 3 reactions	RXN-17123	2.1.1.M9	NO sequence data found	0.5	
PWY-8095	 5-methoxy-6-methylbenzimidazole biosynthesis (anaerobic) with 3 reactions	RXN-17122	4.1.99.23	NO sequence data found	0.5	0/3 (0%)
PWY-8096	 5-methoxybenzimidazole biosynthesis (anaerobic) with 2 reactions	RXN-17123	2.1.1.M9	NO sequence data found	0.5	
PWY-8096	 5-methoxybenzimidazole biosynthesis (anaerobic) with 2 reactions	RXN-17122	4.1.99.23	NO sequence data found	0.5	0/2 (0%)
PWY-8097	 5-hydroxybenzimidazole biosynthesis (anaerobic) with 1 reactions	RXN-17122	4.1.99.23	NO sequence data found	0.5	0/1 (0%)
PWY-8098	 cyclic 2,3-bisphosphoglycerate biosynthesis with 2 reactions	RXN-20986	6.5.1.e	NO blast hit	-2	
PWY-8098	 cyclic 2,3-bisphosphoglycerate biosynthesis with 2 reactions	RXN-20987	2.7.2.16	NO blast hit	-2	0/2 (0%)
PWY-8099	 tetrahydropteridine recycling with 2 reactions	RXN-14206	4.2.1.96	--> Spontaneous reaction <--	2	
PWY-8099	 tetrahydropteridine recycling with 2 reactions	1.5.1.34-RXN	1.5.1.34	NO sequence data found	0.5	0/1 (0%)
PWY-8100	 crotonosine biosynthesis with 4 reactions	RXN-19231		NO sequence data found	0.5	
PWY-8100	 crotonosine biosynthesis with 4 reactions	RXN-19233		NO sequence data found	0.5	
PWY-8100	 crotonosine biosynthesis with 4 reactions	RXN-19234		NO sequence data found	0.5	
PWY-8100	 crotonosine biosynthesis with 4 reactions	RXN-5141	2.1.1.128	NO sequence data found	0.5	0/4 (0%)
PWY-8101	 arsenate detoxification III (thioredoxin) with 2 reactions	3.6.3.16-RXN	7.3.2.7	Blast hit (8x)	2	
PWY-8101	 arsenate detoxification III (thioredoxin) with 2 reactions	RXN-10737	1.20.4.4	NO blast hit	-2	1/2 (50%)
PWY-8103	 kavain biosynthesis with 4 reactions	RXN-20998	2.3.1.M86	NO sequence data found	0.5	
PWY-8103	 kavain biosynthesis with 4 reactions	RXN-20999	2.3.1.M86	NO sequence data found	0.5	
PWY-8103	 kavain biosynthesis with 4 reactions	RXN-20965	1.3.1.M26	NO sequence data found	0.5	
PWY-8103	 kavain biosynthesis with 4 reactions	RXN-20966	2.1.1.M66	NO sequence data found	0.5	0/4 (0%)
PWY-8104	 yangonin biosynthesis with 3 reactions	RXN-21007	2.3.1.M47	NO sequence data found	0.5	
PWY-8104	 yangonin biosynthesis with 3 reactions	RXN-21008	2.3.1.M47	NO sequence data found	0.5	
PWY-8104	 yangonin biosynthesis with 3 reactions	RXN-21009	2.1.1.M67	NO sequence data found	0.5	0/3 (0%)
PWY-8105	 queuosine biosynthesis II (queuine salvage) with 1 reactions	QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN	2.4.2.w	NO sequence data found	0.5	0/1 (0%)
PWY-8106	 queuosine biosynthesis III (queuosine salvage) with 5 reactions	RXN0-1321	2.4.2.29	NO good blast hit	1	
PWY-8106	 queuosine biosynthesis III (queuosine salvage) with 5 reactions	RXN0-1342	2.4.99.17	NO blast hit	-2	
PWY-8106	 queuosine biosynthesis III (queuosine salvage) with 5 reactions	RXN-12104	1.17.99.6	NO blast hit	-2	
PWY-8106	 queuosine biosynthesis III (queuosine salvage) with 5 reactions	RXN-21033	3.2.2.M3	NO blast hit	-2	
PWY-8106	 queuosine biosynthesis III (queuosine salvage) with 5 reactions	RXN-21034	4.3.99.M4	NO sequence data found	0.5	(0+1)/5 (20%) with 1 reactions of unclear state
PWY-8107	 methanogenesis from glycine betaine with 2 reactions	RXN-21056	2.1.1.hg	NO sequence data found	0.5	
PWY-8107	 methanogenesis from glycine betaine with 2 reactions	RXN-21057	2.1.1.hh	NO sequence data found	0.5	0/2 (0%)
PWY-8108	 glycine betaine degradation III with 2 reactions	RXN-21058	2.1.1.hi	NO sequence data found	0.5	
PWY-8108	 glycine betaine degradation III with 2 reactions	RXN-21056	2.1.1.hg	NO sequence data found	0.5	0/2 (0%)
PWY-8109	 proline betaine degradation II with 2 reactions	RXN-21062	2.1.1.M72	NO sequence data found	0.5	
PWY-8109	 proline betaine degradation II with 2 reactions	RXN-21063	2.1.1.M73	NO sequence data found	0.5	0/2 (0%)
PWY-8110	 L-dopa degradation II (bacterial) with 2 reactions	RXN66-221	4.1.1.28	NO blast hit	-2	
PWY-8110	 L-dopa degradation II (bacterial) with 2 reactions	RXN-21082	1.1.99.M7	NO sequence data found	0.5	0/2 (0%)
PWY-8111	 carbaryl degradation with 6 reactions	RXN-21086	1.14.13.M78	NO sequence data found	0.5	
PWY-8111	 carbaryl degradation with 6 reactions	RXN-21085	3.1.1.aj	NO sequence data found	0.5	
PWY-8111	 carbaryl degradation with 6 reactions	RXN-8612	1.13.11.56	NO sequence data found	0.5	
PWY-8111	 carbaryl degradation with 6 reactions	RXNN-386	5.99.1.4	NO good blast hit	1	
PWY-8111	 carbaryl degradation with 6 reactions	RXN-8615	4.1.2.45	NO sequence data found	0.5	
PWY-8111	 carbaryl degradation with 6 reactions	1.2.1.65-RXN	1.2.1.65	NO sequence data found	0.5	0/6 (0%)
PWY-8112	 factor 420 biosynthesis I (archaea) with 5 reactions	1.5.99.9-RXN	1.5.98.1	NO blast hit	-2	
PWY-8112	 factor 420 biosynthesis I (archaea) with 5 reactions	RXN-19229	2.5.1.147	Blast hit (144x)	2	
PWY-8112	 factor 420 biosynthesis I (archaea) with 5 reactions	RXN-19230	4.3.1.32	Blast hit (136x)	2	
PWY-8112	 factor 420 biosynthesis I (archaea) with 5 reactions	RXN-21089	2.7.8.28	Blast hit (8x)	2	
PWY-8112	 factor 420 biosynthesis I (archaea) with 5 reactions	RXN-21088	2.7.7.68	NO good blast hit	1	3/5 (60%)
PWY-8113	 3PG-factor 420 biosynthesis with 5 reactions	1.5.99.9-RXN	1.5.98.1	NO blast hit	-2	
PWY-8113	 3PG-factor 420 biosynthesis with 5 reactions	RXN-19229	2.5.1.147	Blast hit (144x)	2	
PWY-8113	 3PG-factor 420 biosynthesis with 5 reactions	RXN-19230	4.3.1.32	Blast hit (136x)	2	
PWY-8113	 3PG-factor 420 biosynthesis with 5 reactions	RXN-21091	2.7.7.am	NO sequence data found	0.5	
PWY-8113	 3PG-factor 420 biosynthesis with 5 reactions	RXN-21090	2.7.8.28	Blast hit (8x)	2	(3+1)/5 (80%) with 1 reactions of unclear state
PWY-8114	 branched-chain polyamines biosynthesis with 2 reactions	RXN-15864	2.5.1.128	NO blast hit	-2	
PWY-8114	 branched-chain polyamines biosynthesis with 2 reactions	RXN-15865	2.5.1.128	NO blast hit	-2	0/2 (0%)
PWY-8115	 long-chain polyamine biosynthesis with 3 reactions	SYM-NORSPERMIDINE-SYNTHASE-RXN	2.5.1.23	NO blast hit	-2	
PWY-8115	 long-chain polyamine biosynthesis with 3 reactions	RXN-15699	2.5.1.127	NO blast hit	-2	
PWY-8115	 long-chain polyamine biosynthesis with 3 reactions	RXN-15698	2.5.1.126	NO blast hit	-2	0/3 (0%)
PWY-8116	 ochratoxin A biosynthesis with 4 reactions	RXN-21095	1.21.99.M6	NO sequence data found	0.5	
PWY-8116	 ochratoxin A biosynthesis with 4 reactions	RXN-21097	1.14.13.M79	NO sequence data found	0.5	
PWY-8116	 ochratoxin A biosynthesis with 4 reactions	RXN-21096	2.3.1.M91	NO sequence data found	0.5	
PWY-8116	 ochratoxin A biosynthesis with 4 reactions	RXN-21100	6.3.1.M6	NO sequence data found	0.5	0/4 (0%)
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21107		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21106	6.2.1.ag	NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21105		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21104		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-17190		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21108		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21109		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21110		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21111		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21112		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21114		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21115		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21116		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21119		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21117	6.2.1.ad	NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-9376		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21120		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21118	6.2.1.aa	NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-11115		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21121		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21122		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	ENTF-RXN		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-16905	6.2.1.ae	NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21123		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21124		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21125		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21126		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21128		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21127	6.2.1.aa	NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21129		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21130		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21131		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21102		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21101		--> Spontaneous reaction <--	2	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21151		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	TRANS-RXN-393		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21152		NO sequence data found	0.5	
PWY-8117	 colibactin biosynthesis with 38 reactions	RXN-21153		--> Spontaneous reaction <--	2	0/36 (0%)
PWY-8118	 patellamide A and C biosynthesis with 10 reactions	RXN-21190		NO sequence data found	0.5	
PWY-8118	 patellamide A and C biosynthesis with 10 reactions	RXN-21194		NO sequence data found	0.5	
PWY-8118	 patellamide A and C biosynthesis with 10 reactions	RXN-21193		NO sequence data found	0.5	
PWY-8118	 patellamide A and C biosynthesis with 10 reactions	RXN-21192	1.3.3.e	NO sequence data found	0.5	
PWY-8118	 patellamide A and C biosynthesis with 10 reactions	RXN-21195	6.2.2.a	NO sequence data found	0.5	
PWY-8118	 patellamide A and C biosynthesis with 10 reactions	RXN-21191	6.2.2.a	NO sequence data found	0.5	
PWY-8118	 patellamide A and C biosynthesis with 10 reactions	RXN-21196	1.3.3.e	NO sequence data found	0.5	
PWY-8118	 patellamide A and C biosynthesis with 10 reactions	RXN-21197		NO sequence data found	0.5	
PWY-8118	 patellamide A and C biosynthesis with 10 reactions	RXN-21198		NO sequence data found	0.5	
PWY-8118	 patellamide A and C biosynthesis with 10 reactions	RXN-21199		NO sequence data found	0.5	0/10 (0%)
PWY-8119	 microcin B17 biosynthesis with 4 reactions	RXN-21200	6.2.2.a	NO sequence data found	0.5	
PWY-8119	 microcin B17 biosynthesis with 4 reactions	RXN-21200	1.3.3.e	NO sequence data found	0.5	
PWY-8119	 microcin B17 biosynthesis with 4 reactions	RXN-21204		NO sequence data found	0.5	
PWY-8119	 microcin B17 biosynthesis with 4 reactions	TRANS-RXN-394		NO sequence data found	0.5	0/4 (0%)
PWY-8120	 &beta;-alanine degradation III with 2 reactions	RXN-2901	2.6.1.ak	NO sequence data found	0.5	
PWY-8120	 &beta;-alanine degradation III with 2 reactions	RXN-8974	1.1.1.298	NO blast hit	-2	0/2 (0%)
PWY-8121	 2-deoxy-D-glucose 6-phosphate degradation with 4 reactions	KDUD-RXN	1.1.1.125	NO good blast hit	1	
PWY-8121	 2-deoxy-D-glucose 6-phosphate degradation with 4 reactions	RXN-18513		--> Spontaneous reaction <--	2	
PWY-8121	 2-deoxy-D-glucose 6-phosphate degradation with 4 reactions	RXN-18514	1.1.3.4	NO sequence data found	0.5	
PWY-8121	 2-deoxy-D-glucose 6-phosphate degradation with 4 reactions	3.1.3.68-RXN	3.1.3.68	Blast hit (1x)	2	1/3 (33%)
PWY-8122	 mycofactocin biosynthesis with 15 reactions	RXN-21243	1.4.3.e	--> Spontaneous reaction <--	2	
PWY-8122	 mycofactocin biosynthesis with 15 reactions	RXN-21242	1.4.3.e	NO sequence data found	0.5	
PWY-8122	 mycofactocin biosynthesis with 15 reactions	RXN-21240	3.4.14.b	NO sequence data found	0.5	
PWY-8122	 mycofactocin biosynthesis with 15 reactions	RXN-21241	4.1.99.q	NO sequence data found	0.5	
PWY-8122	 mycofactocin biosynthesis with 15 reactions	RXN-21239	1.3.98.g	NO sequence data found	0.5	
PWY-8122	 mycofactocin biosynthesis with 15 reactions	RXN-21251	2.4.1.M64	NO sequence data found	0.5	
PWY-8122	 mycofactocin biosynthesis with 15 reactions	RXN-21252	2.4.1.M64	NO sequence data found	0.5	
PWY-8122	 mycofactocin biosynthesis with 15 reactions	RXN-21253		NO sequence data found	0.5	
PWY-8122	 mycofactocin biosynthesis with 15 reactions	RXN-21254	2.4.1.M64	NO sequence data found	0.5	
PWY-8122	 mycofactocin biosynthesis with 15 reactions	RXN-21255	2.4.1.M64	NO sequence data found	0.5	
PWY-8122	 mycofactocin biosynthesis with 15 reactions	RXN-21256	2.4.1.M64	NO sequence data found	0.5	
PWY-8122	 mycofactocin biosynthesis with 15 reactions	RXN-21257	2.4.1.M64	NO sequence data found	0.5	
PWY-8122	 mycofactocin biosynthesis with 15 reactions	RXN-21258	2.4.1.M64	NO sequence data found	0.5	
PWY-8122	 mycofactocin biosynthesis with 15 reactions	RXN-21259	2.4.1.M64	NO sequence data found	0.5	
PWY-8122	 mycofactocin biosynthesis with 15 reactions	RXN-21260	2.4.1.M64	NO sequence data found	0.5	0/14 (0%)
PWY-8124	 (2-trimethylamino)ethylphosphonate degradation with 2 reactions	RXN-21276	1.13.11.am	NO sequence data found	0.5	
PWY-8124	 (2-trimethylamino)ethylphosphonate degradation with 2 reactions	RXN-21275	1.14.11.au	NO sequence data found	0.5	0/2 (0%)
PWY-8125	 mevalonate pathway IV (archaea) with 9 reactions	ACETYL-COA-ACETYLTRANSFER-RXN	2.3.1.16	Blast hit (16x)	2	
PWY-8125	 mevalonate pathway IV (archaea) with 9 reactions	ACETYL-COA-ACETYLTRANSFER-RXN	2.3.1.9	Blast hit (246x)	2	
PWY-8125	 mevalonate pathway IV (archaea) with 9 reactions	HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	2.3.3.10	Blast hit (4x)	2	
PWY-8125	 mevalonate pathway IV (archaea) with 9 reactions	1.1.1.34-RXN	1.1.1.34	Blast hit (4x)	2	
PWY-8125	 mevalonate pathway IV (archaea) with 9 reactions	MEVALONATE-KINASE-RXN	2.7.1.36	NO good blast hit	1	
PWY-8125	 mevalonate pathway IV (archaea) with 9 reactions	IPPISOM-RXN	5.3.3.2	Blast hit (2x)	2	
PWY-8125	 mevalonate pathway IV (archaea) with 9 reactions	RXN-10068	2.7.4.26	Blast hit (4x)	2	
PWY-8125	 mevalonate pathway IV (archaea) with 9 reactions	RXN-21278	4.1.1.M22	Blast hit (4x)	2	
PWY-8125	 mevalonate pathway IV (archaea) with 9 reactions	RXN-21277	4.2.1.M31	Blast hit (4x)	2	8/9 (88%)
PWY-8126	 chlorophyll a2 biosynthesis with 1 reactions	RXN-21286	2.5.1.62	NO good blast hit	1	0/1 (0%)
PWY-8127	 chlorophyll b2 biosynthesis with 4 reactions	RXN-21288	1.14.13.122	NO sequence data found	0.5	
PWY-8127	 chlorophyll b2 biosynthesis with 4 reactions	RXN-21289	1.14.13.122	NO sequence data found	0.5	
PWY-8127	 chlorophyll b2 biosynthesis with 4 reactions	RXN-21290	1.14.13.122	NO sequence data found	0.5	
PWY-8127	 chlorophyll b2 biosynthesis with 4 reactions	RXN-21291	2.5.1.62	NO good blast hit	1	0/4 (0%)
PWY-8128	 biotin biosynthesis from 8-amino-7-oxononanoate III with 5 reactions	RXN-21307	2.6.1.al	NO blast hit	-2	
PWY-8128	 biotin biosynthesis from 8-amino-7-oxononanoate III with 5 reactions	RXN-21309	2.6.1.al	NO blast hit	-2	
PWY-8128	 biotin biosynthesis from 8-amino-7-oxononanoate III with 5 reactions	RXN1ZN3-10	6.3.3.3	Blast hit (4x)	2	
PWY-8128	 biotin biosynthesis from 8-amino-7-oxononanoate III with 5 reactions	RXN-17472	2.8.1.6	Blast hit (4x)	2	
PWY-8128	 biotin biosynthesis from 8-amino-7-oxononanoate III with 5 reactions	RXN-17473	2.8.1.6	Blast hit (4x)	2	3/5 (60%)
PWY-8129	 cell-surface glycoconjugate-linked phosphonate biosynthesis with 2 reactions	RXN-21314		NO sequence data found	0.5	
PWY-8129	 cell-surface glycoconjugate-linked phosphonate biosynthesis with 2 reactions	RXN-21313	2.7.7.an	NO sequence data found	0.5	0/2 (0%)
PWY-8130	 5'-deoxyadenosine degradation I with 3 reactions	RXN-21316	4.1.2.t	NO sequence data found	0.5	
PWY-8130	 5'-deoxyadenosine degradation I with 3 reactions	RXN-21315	5.3.1.23	Blast hit (4x)	2	
PWY-8130	 5'-deoxyadenosine degradation I with 3 reactions	RXN-14304	2.4.2.28	Blast hit (4x)	2	2/3 (66%)
PWY-8131	 5'-deoxyadenosine degradation II with 4 reactions	RXN-21316	4.1.2.t	NO sequence data found	0.5	
PWY-8131	 5'-deoxyadenosine degradation II with 4 reactions	RXN-21315	5.3.1.23	Blast hit (4x)	2	
PWY-8131	 5'-deoxyadenosine degradation II with 4 reactions	RXN-21317	2.7.1.100	NO blast hit	-2	
PWY-8131	 5'-deoxyadenosine degradation II with 4 reactions	RXN0-6550	3.2.2.9	NO blast hit	-2	(1+1)/4 (50%) with 1 reactions of unclear state
PWY-8132	 S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation III with 5 reactions	5.3.1.23-RXN	5.3.1.23	Blast hit (4x)	2	
PWY-8132	 S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation III with 5 reactions	RXN-21318	4.1.2.t	NO sequence data found	0.5	
PWY-8132	 S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation III with 5 reactions	RXN-21320		NO sequence data found	0.5	
PWY-8132	 S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation III with 5 reactions	O-ACETYLHOMOSERINE-THIOL-LYASE-RXN	2.5.1.49	NO good blast hit	1	
PWY-8132	 S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation III with 5 reactions	RXN-21319		NO sequence data found	0.5	1/5 (20%)
PWY-8133	 succinoglycan biosynthesis with 11 reactions	RXN-21322		Blast hit (8x)	2	
PWY-8133	 succinoglycan biosynthesis with 11 reactions	RXN-21323		Blast hit (8x)	2	
PWY-8133	 succinoglycan biosynthesis with 11 reactions	RXN-21324		Blast hit (4x)	2	
PWY-8133	 succinoglycan biosynthesis with 11 reactions	RXN-21325		Blast hit (8x)	2	
PWY-8133	 succinoglycan biosynthesis with 11 reactions	RXN-21326		Blast hit (8x)	2	
PWY-8133	 succinoglycan biosynthesis with 11 reactions	RXN-21327		Blast hit (8x)	2	
PWY-8133	 succinoglycan biosynthesis with 11 reactions	RXN-21328		Blast hit (8x)	2	
PWY-8133	 succinoglycan biosynthesis with 11 reactions	RXN-21329		NO good blast hit	1	
PWY-8133	 succinoglycan biosynthesis with 11 reactions	RXN-21330		NO sequence data found	0.5	
PWY-8133	 succinoglycan biosynthesis with 11 reactions	RXN-21331		NO sequence data found	0.5	
PWY-8133	 succinoglycan biosynthesis with 11 reactions	2.7.8.6-RXN	2.7.8.6	NO blast hit	-2	(7+2)/11 (81%) with 2 reactions of unclear state
PWY-8134	 bile acid 7&beta;-dehydroxylation with 8 reactions	RXN-21342	6.2.1.7	NO sequence data found	0.5	
PWY-8134	 bile acid 7&beta;-dehydroxylation with 8 reactions	RXN-21343	1.1.1.395	NO good blast hit	1	
PWY-8134	 bile acid 7&beta;-dehydroxylation with 8 reactions	RXN-17416	1.3.1.116	NO sequence data found	0.5	
PWY-8134	 bile acid 7&beta;-dehydroxylation with 8 reactions	RXN-17419	4.2.1.M3	NO sequence data found	0.5	
PWY-8134	 bile acid 7&beta;-dehydroxylation with 8 reactions	RXN-21344	2.8.3.25	NO sequence data found	0.5	
PWY-8134	 bile acid 7&beta;-dehydroxylation with 8 reactions	RXN-21340	1.3.1.114	NO sequence data found	0.5	
PWY-8134	 bile acid 7&beta;-dehydroxylation with 8 reactions	RXN-21341	1.3.1.114	NO sequence data found	0.5	
PWY-8134	 bile acid 7&beta;-dehydroxylation with 8 reactions	1.1.1.52-RXN	1.1.1.52	NO sequence data found	0.5	0/8 (0%)
PWY-8135	 bile acids deconjugation with 5 reactions	CHENODEOXYCHOLOYLTAURINE-HYDROLASE-RXN	3.5.1.74	NO sequence data found	0.5	
PWY-8135	 bile acids deconjugation with 5 reactions	RXN-17385	3.5.1.74	NO sequence data found	0.5	
PWY-8135	 bile acids deconjugation with 5 reactions	CHOLOYLGLYCINE-HYDROLASE-RXN	3.5.1.24	NO blast hit	-2	
PWY-8135	 bile acids deconjugation with 5 reactions	RXN-17388	3.5.1.24	NO blast hit	-2	
PWY-8135	 bile acids deconjugation with 5 reactions	RXN-21345	3.5.1.74	NO sequence data found	0.5	0/5 (0%)
PWY-8136	 NADPH repair (prokaryotes) with 4 reactions	RXN-13141	4.2.1.136	Blast hit (4x)	2	
PWY-8136	 NADPH repair (prokaryotes) with 4 reactions	RXN-13142	5.1.99.6	Blast hit (4x)	2	
PWY-8136	 NADPH repair (prokaryotes) with 4 reactions	RXN-20457		--> Spontaneous reaction <--	2	
PWY-8136	 NADPH repair (prokaryotes) with 4 reactions	RXN-20456		--> Spontaneous reaction <--	2	2/2 (100%)
PWY-8137	 NADPH repair (eukaryotes) with 4 reactions	RXN-13142	5.1.99.6	Blast hit (4x)	2	
PWY-8137	 NADPH repair (eukaryotes) with 4 reactions	RXN-20457		--> Spontaneous reaction <--	2	
PWY-8137	 NADPH repair (eukaryotes) with 4 reactions	RXN-20456		--> Spontaneous reaction <--	2	
PWY-8137	 NADPH repair (eukaryotes) with 4 reactions	RXN-13139	4.2.1.93	NO sequence data found	0.5	1/2 (50%)
PWY-8138	 polyphosphate metabolism with 2 reactions	EXOPOLYPHOSPHATASE-RXN	3.6.1.11	NO blast hit	-2	
PWY-8138	 polyphosphate metabolism with 2 reactions	POLYPHOSPHATE-KINASE-RXN	2.7.4.1	NO good blast hit	1	0/2 (0%)
PWY-8139	 CDP-6-deoxy-D-gulose biosynthesis with 5 reactions	CDP-GLUCOSE-46-DEHYDRATASE-RXN	4.2.1.45	NO blast hit	-2	
PWY-8139	 CDP-6-deoxy-D-gulose biosynthesis with 5 reactions	2.7.7.33-RXN	2.7.7.33	NO good blast hit	1	
PWY-8139	 CDP-6-deoxy-D-gulose biosynthesis with 5 reactions	RXN-21377		NO sequence data found	0.5	
PWY-8139	 CDP-6-deoxy-D-gulose biosynthesis with 5 reactions	RXN-21378	5.1.3.M8	NO sequence data found	0.5	
PWY-8139	 CDP-6-deoxy-D-gulose biosynthesis with 5 reactions	PHOSPHOGLUCMUT-RXN	5.4.2.2	Blast hit (4x)	2	1/5 (20%)
PWY-8148	 NADP biosynthesis with 1 reactions	NAD-KIN-RXN	2.7.1.23	Blast hit (4x)	2	1/1 (100%)
PWY-81	 toluene degradation to benzoyl-CoA (anaerobic) with 6 reactions	RXN-902		NO sequence data found	0.5	
PWY-81	 toluene degradation to benzoyl-CoA (anaerobic) with 6 reactions	RXN-865	1.3.8.3	NO blast hit	-2	
PWY-81	 toluene degradation to benzoyl-CoA (anaerobic) with 6 reactions	RXN-864	2.8.3.15	NO sequence data found	0.5	
PWY-81	 toluene degradation to benzoyl-CoA (anaerobic) with 6 reactions	RXN-863	4.1.99.11	NO blast hit	-2	
PWY-81	 toluene degradation to benzoyl-CoA (anaerobic) with 6 reactions	RXN-905		NO sequence data found	0.5	
