Key	Type	Reactions	MetaCyc	EC	MSID	Rid	met_id	met_name	met_Scoef	met_comp	react_id	react_name	react_rev	lowbnd	uppbnd
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn07880	rxn07880_Shan	"cpd00010[c0],cpd15170[c0],cpd00022[c0],cpd15174[c0]"	"CoA[c0],7-Methyl-3-oxo-6-octenoyl-CoA[c0],Acetyl-CoA[c0],5-Methylhex-4-enoyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn07880	7-methyl-3-oxo-6-octenoyl-CoA:acetyl-CoA C-acyltransferase	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn07884	rxn07884_Shan	"cpd00010[c0],cpd15175[c0],cpd00022[c0],cpd00067[c0],cpd01966[c0]"	"CoA[c0],5-Methyl-3-oxo-4-hexenoyl-CoA[c0],Acetyl-CoA[c0],H+[c0],Dimethylacryloyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn07884	3-methylcrotonyl-CoA:acetyl-CoA C-acyltransferase	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn08767	rxn08767_Shan	"cpd00010[c0],cpd14935[c0],cpd00022[c0],cpd00067[c0],cpd00134[c0]"	"CoA[c0],3-Oxostearoyl-CoA[c0],Acetyl-CoA[c0],H+[c0],Palmitoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn08767	3-ketoacyl-CoA thiolase	FALSE	0	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn16680	rxn16680_Shan	"cpd00010[c0],cpd00067[c0],cpd21184[c0],cpd00022[c0],cpd09843[c0]"	"CoA[c0],H+[c0],3-Oxo-5,6-dehydrosuberyl-CoA[c0],Acetyl-CoA[c0],5-Carboxy-2-pentenoyl-CoA[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn16680	R09839	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn19961	rxn19961_Shan	"cpd00022[c0],cpd28168[c0],cpd00010[c0],cpd22026[c0]"	"Acetyl-CoA[c0],Saturated-Fatty-Acyl-CoA[c0],CoA[c0],3-KETOACYL-COA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn19961	3-ketothiolase	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn21062	rxn21062_Shan	"cpd00010[c0],cpd00067[c0],cpd22981[c0],cpd00022[c0],cpd15047[c0]"	"CoA[c0],H+[c0],OPC8-3-ketoacyl-CoA[c0],Acetyl-CoA[c0],OPC6-CoA[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn21062	RXN-10699.c	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn21063	rxn21063_Shan	"cpd00010[c0],cpd00067[c0],cpd22984[c0],cpd00022[c0],cpd15051[c0]"	"CoA[c0],H+[c0],OPC6-3-ketoacyl-CoA[c0],Acetyl-CoA[c0],OPC4-CoA[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn21063	RXN-10700.c	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn21064	rxn21064_Shan	"cpd00010[c0],cpd22987[c0],cpd00022[c0],cpd22988[c0]"	"CoA[c0],OPC4-3-ketoacyl-CoA[c0],Acetyl-CoA[c0],jasmonoyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn21064	RXN-10701.c	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn21573	rxn21573_Shan	"cpd00010[c0],cpd00067[c0],cpd23288[c0],cpd00022[c0],cpd01892[c0]"	"CoA[c0],H+[c0],3-(4-hydroxyphenyl)-3-keto-propanoyl-CoA[c0],Acetyl-CoA[c0],4-Hydroxybenzoyl-CoA[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn21573	RXN-11246.c	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn23126	rxn23126_Shan	"cpd00010[c0],cpd24005[c0],cpd00022[c0],cpd24006[c0]"	"CoA[c0],3,22-dioxochol-4-en-24-oyl-CoA[c0],Acetyl-CoA[c0],3-one-23,24-bisnorchol-4-en-22-yl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn23126	acetyl-CoA C-acyltransferase	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn31685	rxn31685_Shan	"cpd00010[c0],cpd03232[c0],cpd00086[c0],cpd29922[c0]"	"CoA[c0],3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA[c0],Propionyl-CoA[c0],C05461[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn31685	acetyl-CoA C-acyltransferase, putative or cetyl-CoA C-acyltransferase	TRUE	-1000	0
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn32881	rxn32881_Shan	"cpd00067[c0],cpd00086[c0],cpd03164[c0],cpd00001[c0],cpd00010[c0],cpd02830[c0]"	"H+[c0],Propionyl-CoA[c0],Chenodeoxycholoyl-CoA[c0],H2O[c0],CoA[c0],3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA[c0]"	"-4,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn32881	Propanoyl-CoA:acetyl-CoA C-acyltransferase	TRUE	-1000	0
2.3.1.9	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn00178	rxn00178_Shan	"cpd00022[c0],cpd00010[c0],cpd00279[c0]"	"Acetyl-CoA[c0],CoA[c0],Acetoacetyl-CoA[c0]"	"-2,1,1"	"1,1,1"	rxn00178	Acetyl-CoA:acetyl-CoA C-acetyltransferase	TRUE	-1000	1000
2.3.1.9	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn00874	rxn00874_Shan	"cpd00022[c0],cpd00120[c0],cpd00010[c0],cpd03123[c0]"	"Acetyl-CoA[c0],Butyryl-CoA[c0],CoA[c0],3-Oxohexanoyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn00874	butanoyl-CoA:acetyl-CoA C-butanoyltransferase	TRUE	-1000	1000
2.3.1.9	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn23003	rxn23003_Shan	"cpd00022[c0],cpd00086[c0],cpd00010[c0],cpd23921[c0]"	"Acetyl-CoA[c0],Propionyl-CoA[c0],CoA[c0],beta-ketovaleryl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn23003	RXN-12561.c	TRUE	-1000	1000
4.2.1.1	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn00102	rxn00102_Shan	"cpd00067[c0],cpd00242[c0],cpd00001[c0],cpd00011[c0]"	"H+[c0],H2CO3[c0],H2O[c0],CO2[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn00102	carbonate hydro-lyase (carbon-dioxide-forming)	TRUE	-1000	1000
4.2.1.116	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn02181	rxn02181_Shan	"cpd03375[c0],cpd00001[c0],cpd00663[c0]"	"3-Hydroxypropanoyl-CoA[c0],H2O[c0],Acrylyl-CoA[c0]"	"-1,1,1"	"1,1,1"	rxn02181	3-Hydroxypropionyl-CoA hydro-lyase	TRUE	-1000	1000
4.2.1.120	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03642	rxn03642_Shan	"cpd07946[c0],cpd00001[c0],cpd01557[c0]"	"4-Hydroxybutyryl-CoA[c0],H2O[c0],3-Butenoyl-CoA[c0]"	"-1,1,1"	"1,1,1"	rxn03642	4-hydroxybutanoyl-CoA hydro-lyase	FALSE	0	1000
4.2.1.150	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn02167	rxn02167_Shan	"cpd00842[c0],cpd00001[c0],cpd00650[c0]"	"(S)-3-Hydroxybutyryl-CoA[c0],H2O[c0],Crotonyl-CoA[c0]"	"-1,1,1"	"1,1,1"	rxn02167	(S)-3-Hydroxybutanoyl-CoA hydro-lyase	TRUE	-1000	1000
4.2.1.150	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn02168	rxn02168_Shan	"cpd02234[c0],cpd00001[c0],cpd00650[c0]"	"(R)-3-Hydroxybutanoyl-CoA[c0],H2O[c0],Crotonyl-CoA[c0]"	"-1,1,1"	"1,1,1"	rxn02168	(3R)-3-Hydroxybutanoyl-CoA hydro-lyase	TRUE	-1000	1000
4.2.1.150	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03874	rxn03874_Shan	"cpd00001[c0],cpd00067[c0],cpd00650[c0],cpd03043[c0]"	"H2O[c0],H+[c0],Crotonyl-CoA[c0],3-Hydroxybutanoyl-CoA[c0]"	"-1,-1,-1,1"	"1,1,1,1"	rxn03874	R05595	TRUE	-1000	1000
4.2.1.150	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn27538	rxn27538_Shan	"cpd03043[c0],cpd00001[c0],cpd00067[c0],cpd00650[c0]"	"3-Hydroxybutanoyl-CoA[c0],H2O[c0],H+[c0],Crotonyl-CoA[c0]"	"-1,1,1,1"	"1,1,1,1"	rxn27538	Crotonase	TRUE	-1000	1000
4.2.1.150	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn19669	rxn19669_Shan	"cpd00001[c0],cpd00650[c0],cpd00842[c0]"	"H2O[c0],Crotonyl-CoA[c0],(S)-3-Hydroxybutyryl-CoA[c0]"	"-1,-1,1"	"1,1,1"	rxn19669	enoyl-CoA hydratase/isomerase family protein	TRUE	-1000	1000
5.1.99.1	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn01996	rxn01996_Shan	"cpd00891[c0],cpd00519[c0]"	"L-methylmalonyl-CoA[c0],D-methylmalonyl-CoA[c0]"	"-1,1"	"1,1"	rxn01996	Methylmalonyl-CoA epimerase	TRUE	-1000	1000
5.1.99.1	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn16825	rxn16825_Shan	"cpd18009[c0],cpd00067[c0],cpd21471[c0]"	"Ethylmalonyl-CoA[c0],H+[c0],(2R)-Ethylmalonyl-CoA[c0]"	"-1,5,1"	"1,1,1"	rxn16825	(2S)-ethylmalonyl-CoA epimerase	TRUE	-1000	1000
5.4.99.2	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn00602	rxn00602_Shan	"cpd00891[c0],cpd00078[c0]"	"L-methylmalonyl-CoA[c0],Succinyl-CoA[c0]"	"-1,1"	"1,1"	rxn00602	(R)-Methylmalonyl-CoA CoA-carbonylmutase	TRUE	-1000	1000
6.2.1.36	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn16146	rxn16146_Shan	"cpd00012[c0],cpd00018[c0],cpd03375[c0],cpd00002[c0],cpd00010[c0],cpd00745[c0]"	"PPi[c0],AMP[c0],3-Hydroxypropanoyl-CoA[c0],ATP[c0],CoA[c0],Hydracrylic acid[c0]"	"-1,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn16146	3-hydroxypropionate:CoA ligase (AMP-forming)	TRUE	-1000	0
6.3.4.14	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn06672	rxn06672_Shan	"cpd00002[c0],cpd00242[c0],cpd12848[c0],cpd00008[c0],cpd00009[c0],cpd00067[c0],cpd12543[c0]"	"ATP[c0],H2CO3[c0],Holo-[carboxylase][c0],ADP[c0],Phosphate[c0],H+[c0],Carboxybiotin-carboxyl-carrier protein[c0]"	"-1,-1,-1,1,1,1,1"	"1,1,1,1,1,1,1"	rxn06672	biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming)	FALSE	0	1000
6.3.4.14	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn19235	rxn19235_Shan	"cpd00002[c0],cpd00242[c0],cpd22421[c0],cpd00008[c0],cpd00009[c0],cpd00067[c0],cpd26673[c0]"	"ATP[c0],H2CO3[c0],BCCP-dimers[c0],ADP[c0],Phosphate[c0],H+[c0],Carboxybiotin-BCCP[c0]"	"-1,-1,-1,1,1,1,1"	"1,1,1,1,1,1,1"	rxn19235	biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming)	TRUE	-1000	0
6.3.4.14	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn27736	rxn27736_Shan	"cpd00002[c0],cpd00011[c0],cpd22421[c0],cpd00008[c0],cpd00009[c0],cpd26673[c0]"	"ATP[c0],CO2[c0],BCCP-dimers[c0],ADP[c0],Phosphate[c0],Carboxybiotin-BCCP[c0]"	"-1,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn27736	Biotin carboxylase	TRUE	-1000	1000
6.3.4.14	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn31681	rxn31681_Shan	"cpd00002[c0],cpd00242[c0],cpd12848[c0],cpd00008[c0],cpd00009[c0],cpd12543[c0]"	"ATP[c0],H2CO3[c0],Holo-[carboxylase][c0],ADP[c0],Phosphate[c0],Carboxybiotin-carboxyl-carrier protein[c0]"	"-1,-1,-1,3,1,1"	"1,1,1,1,1,1"	rxn31681	biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming)	FALSE	0	1000
6.3.4.14	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn05320	rxn05320_Shan	"cpd00002[c0],cpd00104[c0],cpd00242[c0],cpd00001[c0],cpd00008[c0],cpd00009[c0],cpd11415[c0]"	"ATP[c0],BIOT[c0],H2CO3[c0],H2O[c0],ADP[c0],Phosphate[c0],carboxybiotin[c0]"	"-1,-1,-1,1,1,1,1"	"1,1,1,1,1,1,1"	rxn05320	Biotin Carboxylase	FALSE	0	1000
6.4.1.3	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn01355	rxn01355_Shan	"cpd00002[c0],cpd00086[c0],cpd00242[c0],cpd00008[c0],cpd00009[c0],cpd00067[c0],cpd00519[c0]"	"ATP[c0],Propionyl-CoA[c0],H2CO3[c0],ADP[c0],Phosphate[c0],H+[c0],D-methylmalonyl-CoA[c0]"	"-1,-1,-1,1,1,1,1"	"1,1,1,1,1,1,1"	rxn01355	Propanoyl-CoA:carbon-dioxide ligase (ADP-forming)	FALSE	0	1000
6.4.1.3	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn14157	rxn14157_Shan	"cpd00002[c0],cpd00067[c0],cpd00120[c0],cpd00242[c0],cpd00008[c0],cpd00009[c0],cpd18009[c0]"	"ATP[c0],H+[c0],Butyryl-CoA[c0],H2CO3[c0],ADP[c0],Phosphate[c0],Ethylmalonyl-CoA[c0]"	"-1,-4,-1,-1,1,1,1"	"1,1,1,1,1,1,1"	rxn14157	butanoyl-CoA:carbon-dioxide ligase (ADP-forming)	FALSE	0	1000
6.4.1.3	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn26656	rxn26656_Shan	"cpd00011[c0],cpd26581[c0],cpd00067[c0],cpd26582[c0]"	"CO2[c0],cerotoyl-CoA[c0],H+[c0],2-carboxyl-cerotoyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn26656	cerotoyl-CoA carboxylase	TRUE	-1000	0
rxn00570	NA	AMMOXID-PWY_ammonia oxidation I (aerobic)			rxn00570	rxn00570_Shan	"cpd00001[c0],cpd00067[c0],cpd00075[c0],cpd00007[c0],cpd00165[c0]"	"H2O[c0],H+[c0],Nitrite[c0],O2[c0],Hydroxylamine[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn00570	Hydroxylamine:oxygen oxidoreductase	TRUE	-1000	0
rxn14202	NA	AMMOXID-PWY_ammonia oxidation I (aerobic)			rxn14202	rxn14202_Shan	"cpd00001[c0],cpd00165[c0],cpd11669[c0],cpd00067[c0],cpd00075[c0],cpd11665[c0]"	"H2O[c0],Hydroxylamine[c0],Q[c0],H+[c0],Nitrite[c0],QH2[c0]"	"-1,-1,-2,1,1,2"	"1,1,1,1,1,1"	rxn14202	hydroxylamine:ubiquinone oxidoreductase	TRUE	-1000	0
rxn19884	NA	AMMOXID-PWY_ammonia oxidation I (aerobic)			rxn19884	rxn19884_Shan	"cpd00001[c0],cpd00067[c0],cpd00075[c0],cpd00007[c0],cpd00165[c0]"	"H2O[c0],H+[c0],Nitrite[c0],O2[c0],Hydroxylamine[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn19884	HAO (ambiguous	TRUE	-1000	0
rxn23852	NA	AMMOXID-PWY_ammonia oxidation I (aerobic)			rxn23852	rxn23852_Shan	"cpd00067[c0],cpd00075[c0],cpd26978[c0],cpd00001[c0],cpd00165[c0],cpd22290[c0]"	"H+[c0],Nitrite[c0],Donor-H2[c0],H2O[c0],Hydroxylamine[c0],Acceptor[c0]"	"-3,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn23852	RXN-3462.c	TRUE	-1000	1000
1.1.1.298		PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn16149	rxn16149_Shan	"cpd00006[c0],cpd00745[c0],cpd00005[c0],cpd00067[c0],cpd00191[c0]"	"NADP[c0],Hydracrylic acid[c0],NADPH[c0],H+[c0],3-Oxopropanoate[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn16149	3-hydroxypropionate:NADP+ oxidoreductase	TRUE	-1000	1000
2.1.3.15		PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn05321	rxn05321_Shan	"cpd00022[c0],cpd11415[c0],cpd00070[c0],cpd00104[c0]"	"Acetyl-CoA[c0],carboxybiotin[c0],Malonyl-CoA[c0],BIOT[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn05321	Acetyl-CoA carbon-dioxide ligase	FALSE	0	1000
2.1.3.15		PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn06673	rxn06673_Shan	"cpd00022[c0],cpd12543[c0],cpd00070[c0],cpd12848[c0]"	"Acetyl-CoA[c0],Carboxybiotin-carboxyl-carrier protein[c0],Malonyl-CoA[c0],Holo-[carboxylase][c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn06673	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)	FALSE	0	1000
4.2.1.116		PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn02181	rxn02181_Shan	"cpd03375[c0],cpd00001[c0],cpd00663[c0]"	"3-Hydroxypropanoyl-CoA[c0],H2O[c0],Acrylyl-CoA[c0]"	"-1,1,1"	"1,1,1"	rxn02181	3-Hydroxypropionyl-CoA hydro-lyase	TRUE	-1000	1000
4.2.1.150		PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn27538	rxn27538_Shan	"cpd03043[c0],cpd00001[c0],cpd00067[c0],cpd00650[c0]"	"3-Hydroxybutanoyl-CoA[c0],H2O[c0],H+[c0],Crotonyl-CoA[c0]"	"-1,1,1,1"	"1,1,1,1"	rxn27538	Crotonase	TRUE	-1000	1000
4.2.1.150		PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn19669	rxn19669_Shan	"cpd00001[c0],cpd00650[c0],cpd00842[c0]"	"H2O[c0],Crotonyl-CoA[c0],(S)-3-Hydroxybutyryl-CoA[c0]"	"-1,-1,1"	"1,1,1"	rxn19669	enoyl-CoA hydratase/isomerase family protein	TRUE	-1000	1000
6.2.1.36		PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn16146	rxn16146_Shan	"cpd00012[c0],cpd00018[c0],cpd03375[c0],cpd00002[c0],cpd00010[c0],cpd00745[c0]"	"PPi[c0],AMP[c0],3-Hydroxypropanoyl-CoA[c0],ATP[c0],CoA[c0],Hydracrylic acid[c0]"	"-1,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn16146	3-hydroxypropionate:CoA ligase (AMP-forming)	TRUE	-1000	0
R09289		PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn16149	rxn16149_Shan	"cpd00006[c0],cpd00745[c0],cpd00005[c0],cpd00067[c0],cpd00191[c0]"	"NADP[c0],Hydracrylic acid[c0],NADPH[c0],H+[c0],3-Oxopropanoate[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn16149	3-hydroxypropionate:NADP+ oxidoreductase	TRUE	-1000	1000
R09289		PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn16149	rxn16149_Shan	"cpd00006[c0],cpd00745[c0],cpd00005[c0],cpd00067[c0],cpd00191[c0]"	"NADP[c0],Hydracrylic acid[c0],NADPH[c0],H+[c0],3-Oxopropanoate[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn16149	3-hydroxypropionate:NADP+ oxidoreductase	TRUE	-1000	1000
rxn06875	EX_cpd00013_e0	Reduced flavodoxin:dinitrogen oxidoreductase (ATP-hydrolysing)			rxn06875	rxn06875_Shan	"cpd00002[c0],cpd00001[c0],cpd00528[c0],cpd12173[e0],cpd00008[c0],cpd00009[e0],cpd00013[e0],cpd12207[c0],cpd00067[c0],cpd11640[c0]"	"ATP[c0],H2O[c0],N2[c0],Reduced flavodoxin[e0],ADP[c0],Phosphate[e0],NH3[e0],Oxidized flavodoxin[c0],H+[c0],H2[c0]"	"-16,-16,-1,-4,16,16,2,4,18,1"	"1,1,1,2,1,2,2,1,1,1"	rxn06875	Reduced flavodoxin:dinitrogen oxidoreductase (ATP-hydrolysing)	FALSE	0	1000
rxn09018	EX_cpd00013_e0	nitrite Reductase (Ubiquinole-8, periplasm)			rxn09018	rxn09018_Shan	"cpd00067[c0],cpd00075[c0],cpd15561[e0],cpd00001[c0],cpd00013[c0],cpd15560[e0]"	"H+[c0],Nitrite[c0],Ubiquinol-8[e0],H2O[c0],NH3[c0],Ubiquinone-8[e0]"	"-2,-1,-3,2,1,3"	"1,1,2,1,1,2"	rxn09018	nitrite Reductase (Ubiquinole-8, periplasm)	FALSE	0	1000
rxn09019	EX_cpd00013_e0	nitrite Reductase (Menaquinole-8, periplasm)			rxn09019	rxn09019_Shan	"cpd00067[c0],cpd00075[c0],cpd15499[e0],cpd00001[c0],cpd00013[c0],cpd15500[e0]"	"H+[c0],Nitrite[c0],Menaquinol 8[e0],H2O[c0],NH3[c0],Menaquinone 8[e0]"	"-2,-1,-3,2,1,3"	"1,1,2,1,1,2"	rxn09019	nitrite Reductase (Menaquinole-8, periplasm)	FALSE	0	1000
rxn10868	EX_cpd00013_e0	ammonium transport out via K+ antiport			rxn10868	rxn10868_Shan	"cpd00013[e0],cpd00205[c0],cpd00013[c0],cpd00205[e0]"	"NH3[e0],K+[c0],NH3[c0],K+[e0]"	"-1,-1,1,1"	"2,1,1,2"	rxn10868	ammonium transport out via K+ antiport	TRUE	-1000	1000
rxn12977	EX_cpd00013_e0	Aminomethyltransferase, mitochondrial			rxn12977	rxn12977_Shan	"cpd00003[c0],cpd00033[c0],cpd00087[c0],cpd00004[c0],cpd00011[e0],cpd00013[e0],cpd00125[c0]"	"NAD[c0],Glycine[c0],Tetrahydrofolate[c0],NADH[c0],CO2[e0],NH3[e0],5-10-Methylenetetrahydrofolate[c0]"	"-1,-1,-1,1,1,1,1"	"1,1,1,1,2,2,1"	rxn12977	Aminomethyltransferase, mitochondrial	FALSE	0	1000
rxn13734	EX_cpd00013_e0	Nitrite Reductase			rxn13734	rxn13734_Shan	"cpd00067[c0],cpd00075[c0],cpd17026[e0],cpd00001[c0],cpd00013[c0],cpd17027[e0]"	"H+[c0],Nitrite[c0],methymenaquinol 7[e0],H2O[c0],NH3[c0],methylmenaquinone 7[e0]"	"-2,-1,-3,2,1,3"	"1,1,2,1,1,2"	rxn13734	Nitrite Reductase	FALSE	0	1000
rxn13735	EX_cpd00013_e0	Nitrite Reductase			rxn13735	rxn13735_Shan	"cpd00067[c0],cpd00075[c0],cpd11451[e0],cpd00001[c0],cpd00013[c0],cpd11606[e0]"	"H+[c0],Nitrite[c0],mql7[e0],H2O[c0],NH3[c0],Menaquinone 7[e0]"	"-2,-1,-3,2,1,3"	"1,1,2,1,1,2"	rxn13735	Nitrite Reductase	FALSE	0	1000
